px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
6.55376	-7.30979	-2.8427	-2.59371	-0.615223	6.54947	-7.257	6.55	-7.25	1.81909	1.81909	0
6.65057	-7.22142	-2.80661	-2.59066	-0.563374	6.71635	-7.22979	6.65	-7.15	1.99996	1.99996	2.44917
6.77178	-7.12651	-2.82972	-2.60836	-0.553426	6.7522	-7.03215	6.75	-7.05	1.99996	1.99996	0
6.88829	-7.05004	-2.82472	-2.62915	-0.544728	6.81357	-6.96259	6.85	-7	1.99752	0.998765	0.195169
7.00263	-6.97516	-2.81855	-2.65043	-0.539725	6.95051	-6.93564	6.95	-6.95	1.99752	0.998765	0
7.11967	-6.88939	-2.79004	-2.65746	-0.507868	7.00414	-6.76319	7.1	-6.85	2.73035	1.82023	1.16036
7.25846	-6.8065	-2.80489	-2.67928	-0.501957	7.25571	-6.75585	7.25	-6.75	2.73035	1.82023	0
7.34354	-6.71686	-2.73265	-2.65481	-0.428328	7.28718	-6.59248	7.35	-6.65	2.0006	2.0006	5.41009
7.46234	-6.63342	-2.74696	-2.66509	-0.417949	7.42947	-6.54884	7.45	-6.55	2.00058	2.00058	0
7.57918	-6.56589	-2.73684	-2.67733	-0.405084	7.58756	-6.53752	7.55	-6.5	1.99841	0.999204	0.171326
7.6956	-6.49446	-2.73746	-2.69032	-0.39859	7.65263	-6.44325	7.65	-6.45	1.99838	0.999195	0
7.8465	-6.4494	-2.79927	-2.74255	-0.449472	7.78988	-6.37954	7.8	-6.4	2.99952	0.999844	3.34311
7.97468	-6.38515	-2.80652	-2.75877	-0.443617	7.95705	-6.33998	7.95	-6.35	2.99949	0.999829	0
8.05345	-6.29491	-2.64905	-2.71082	-0.332203	8.1289	-6.31809	8.05	-6.25	1.81603	1.81603	15.8751
8.18377	-6.21604	-2.66003	-2.71812	-0.321882	8.15184	-6.14215	8.15	-6.15	1.81603	1.81603	0
8.26847	-6.12193	-2.55675	-2.67932	-0.240057	8.12981	-5.95044	8.25	-6.05	1.81921	1.81921	8.09348
8.39041	-6.03775	-2.56795	-2.67924	-0.227683	8.34844	-5.95288	8.35	-5.95	1.81921	1.81921	0
8.54064	-5.98609	-2.63101	-2.71982	-0.272251	8.45627	-5.87026	8.5	-5.9	2.729	0.909673	3.10832
8.67142	-5.90803	-2.64381	-2.72322	-0.261419	8.64546	-5.83668	8.65	-5.85	2.72898	0.909661	0
8.79593	-5.83851	-2.63379	-2.72671	-0.248552	8.68227	-5.68169	8.8	-5.75	2.72771	1.81848	0.513857
8.93743	-5.75184	-2.66686	-2.72512	-0.233831	8.95179	-5.66017	8.95	-5.65	2.72772	1.81848	0
9.01848	-5.66615	-2.57067	-2.68539	-0.160052	8.99196	-5.51961	9.05	-5.55	1.99939	1.9994	6.39136
9.14294	-5.57293	-2.6098	-2.67345	-0.140991	9.15234	-5.45358	9.15	-5.45	1.9994	1.9994	0
9.25508	-5.49312	-2.57416	-2.65826	-0.108527	9.25593	-5.41629	9.25	-5.4	1.81776	0.90888	1.18267
9.37778	-5.40729	-2.58595	-2.65178	-0.0970009	9.3462	-5.33648	9.35	-5.35	1.81776	0.908875	0
9.4343	-5.29039	-2.42862	-2.57072	0.0269551	9.35852	-5.15981	9.45	-5.2	1.81545	2.72317	17.7419
9.55345	-5.18246	-2.4655	-2.54977	0.0451744	9.55586	-5.07162	9.55	-5.05	1.81542	2.72314	0
9.65059	-5.08576	-2.44296	-2.52144	0.0792075	9.60543	-4.91132	9.65	-4.95	1.82145	1.82147	1.25755
9.76397	-4.96688	-2.48308	-2.49447	0.0999998	9.75218	-4.8384	9.75	-4.85	1.82146	1.82146	0
9.87068	-4.87557	-2.47718	-2.4772	0.117141	10.0131	-4.84834	9.85	-4.75	1.81961	1.8196	0.519283
9.97818	-4.76014	-2.50624	-2.45314	0.133108	9.9571	-4.66087	9.95	-4.65	1.8196	1.8196	0
10.0679	-4.66844	-2.50352	-2.43477	0.146888	9.99977	-4.51909	10.05	-4.55	1.99827	1.99828	0.376258
10.1662	-4.55066	-2.54225	-2.40826	0.164112	10.1558	-4.43582	10.15	-4.45	1.99826	1.99826	0
10.2426	-4.42999	-2.50822	-2.35866	0.218302	10.1567	-4.25503	10.25	-4.3	1.81693	2.72538	2.68173
10.3431	-4.29193	-2.55308	-2.32596	0.236785	10.3312	-4.16698	10.35	-4.15	1.81692	2.72536	0
10.4488	-4.19051	-2.57734	-2.32723	0.213788	10.3715	-4.04505	10.45	-4.05	1.81951	1.8195	0.941978
10.5508	-4.0507	-2.62288	-2.29858	0.228729	10.5551	-3.94162	10.55	-3.95	1.8195	1.81951	0
10.6536	-3.94198	-2.63955	-2.29405	0.215899	10.6459	-3.84961	10.65	-3.85	1.81817	1.81818	0.276883
10.7505	-3.81084	-2.6661	-2.272	0.224865	10.746	-3.7455	10.75	-3.75	1.81816	1.81817	0
10.8495	-3.69551	-2.67589	-2.26103	0.222867	10.9384	-3.6422	10.85	-3.6	1.81621	2.7243	0.1113
10.9459	-3.54798	-2.71888	-2.23431	0.235603	10.9457	-3.45027	10.95	-3.45	1.8162	2.7243	0
10.9932	-3.39986	-2.6681	-2.15826	0.32546	11.1095	-3.32648	11	-3.3	0.908632	2.72588	6.94128
11.0706	-3.24763	-2.70158	-2.12616	0.337915	11.0435	-3.16012	11.05	-3.15	0.908632	2.72588	0
11.1171	-3.09828	-2.68541	-2.0686	0.390292	10.9851	-2.95299	11.1	-3	0.909905	2.72971	2.24401
11.1826	-2.94013	-2.71828	-2.03424	0.401476	11.1542	-2.85724	11.15	-2.85	0.909888	2.72968	0
11.1752	-2.76312	-2.68032	-1.91858	0.533119	11.0233	-2.67356	11.15	-2.7	0	2.72847	12.8583
11.2091	-2.60848	-2.69007	-1.87718	0.543558	11.1324	-2.55807	11.15	-2.55	0	2.72844	0
11.215	-2.44103	-2.69371	-1.7938	0.620941	11.2541	-2.42353	11.15	-2.4	0	2.72732	4.44621
11.231	-2.28958	-2.69332	-1.75069	0.62874	11.1569	-2.2658	11.15	-2.25	0	2.72732	0
11.3265	-2.18547	-2.66774	-1.81837	0.478261	11.2203	-2.08998	11.25	-2.1	1.81905	2.72856	17.2736
11.3595	-2.01881	-2.70331	-1.7855	0.483165	11.3482	-1.94557	11.35	-1.95	1.81905	2.72856	0
11.3091	-1.84439	-2.69349	-1.65548	0.634435	11.3928	-1.80815	11.3	-1.8	-0.90916	2.72747	17.4999
11.3063	-1.68364	-2.7074	-1.61113	0.642362	11.2389	-1.64141	11.25	-1.65	-0.909152	2.72745	0
11.3074	-1.5324	-2.71129	-1.57176	0.648453	11.3341	-1.51762	11.25	-1.5	0	2.72321	0.0413495
11.2981	-1.3749	-2.72198	-1.53114	0.652443	11.2625	-1.34833	11.25	-1.35	0	2.72321	0
11.2432	-1.20783	-2.75732	-1.43565	0.740652	11.3121	-1.19064	11.2	-1.2	-0.909524	2.72856	6.09271
11.2092	-1.05788	-2.75547	-1.38894	0.745923	11.1556	-1.0549	11.15	-1.05	-0.909524	2.72856	0
11.0927	-0.881949	-2.84476	-1.24706	0.892898	10.9982	-0.893223	11.05	-0.9	-1.81945	2.72916	16.6178
11.0237	-0.735233	-2.84369	-1.18905	0.900738	10.9445	-0.73319	10.95	-0.75	-1.81942	2.72913	0
10.9602	-0.593181	-2.83728	-1.14067	0.897051	10.8362	-0.586	10.9	-0.599999	-0.909839	2.72952	0.212071
10.8832	-0.450629	-2.84249	-1.08667	0.90094	10.8388	-0.441032	10.85	-0.449999	-0.909822	2.72949	0
10.7128	-0.302378	-3.02125	-0.933452	1.06116	10.6309	-0.359954	10.7	-0.349999	-2.99538	1.99692	24.4374
10.6085	-0.199017	-2.99994	-0.871394	1.07013	10.5529	-0.247121	10.55	-0.25	-2.99539	1.99691	0
10.5177	-0.0907837	-2.93101	-0.830585	1.04067	10.4322	-0.19515	10.45	-0.2	-1.81715	0.908579	1.61511
10.3955	-0.0159244	-2.87527	-0.756725	1.05898	10.3505	-0.143257	10.35	-0.15	-1.81716	0.908579	0
10.2514	0.0828452	-2.92806	-0.672804	1.09647	10.2068	-0.109014	10.2	-0.0999996	-2.73194	0.910655	2.11304
10.11	0.124091	-2.86117	-0.586306	1.1248	10.0541	-0.0441275	10.05	-0.0499992	-2.73194	0.910655	0
9.96479	0.195866	-2.87327	-0.511701	1.1411	9.89001	0.00816785	9.9	9.49949e-07	-2.72481	0.908268	0.685233
9.81241	0.21585	-2.81906	-0.419614	1.172	9.75876	0.0560308	9.75	0.0500011	-2.72477	0.90826	0
9.70535	0.243581	-2.64698	-0.364361	1.15005	9.63528	0.0929341	9.65	0.100001	-1.81759	0.908784	5.83858
9.56715	0.256278	-2.61187	-0.282347	1.17023	9.56967	0.149506	9.55	0.15	-1.81757	0.908775	0
9.42905	0.283844	-2.61678	-0.213118	1.17717	9.56225	0.148577	9.4	0.15	-2.72659	0	0.519795
9.28135	0.270462	-2.59196	-0.122748	1.20348	9.25348	0.150166	9.25	0.15	-2.72658	0	0
9.13551	0.278221	-2.59903	-0.0521536	1.20815	9.0821	0.207802	9.1	0.2	-2.72925	0.909752	0.118445
8.984	0.271449	-2.60487	0.0228232	1.21608	8.93575	0.243169	8.95	0.25	-2.72926	0.909752	0
8.83628	0.270237	-2.64334	0.0849381	1.21223	8.94634	0.26481	8.8	0.25	-2.72783	0	0.507762
8.68506	0.253183	-2.65299	0.15282	1.21278	8.64483	0.254352	8.65	0.25	-2.7278	0	0
8.53342	0.232606	-2.68224	0.214754	1.20743	8.46866	0.251128	8.5	0.25	-2.72395	0	0.191623
8.38592	0.209423	-2.68959	0.272185	1.19796	8.35775	0.250149	8.35	0.25	-2.72395	0	0
8.23758	0.176057	-2.72693	0.327055	1.18599	8.28111	0.196974	8.2	0.2	-2.73278	-0.910929	0.406926
8.08768	0.130689	-2.73968	0.386843	1.17995	8.03004	0.154113	8.05	0.15	-2.73279	-0.910929	0
7.88337	0.147219	-3.01733	0.359533	1.07772	7.74678	0.154598	7.85	0.15	-3.9992	0	22.0627
7.72818	0.102737	-3.03399	0.403512	1.06693	7.63715	0.143302	7.65	0.15	-3.99916	0	0
7.62868	0.0220733	-2.8998	0.488638	1.10817	7.61982	0.157052	7.55	0.15	-1.99868	0	5.85732
7.49426	0.00079295	-2.88364	0.50802	1.07263	7.43926	0.160393	7.45	0.15	-1.99866	0	0
7.34082	-0.0424817	-2.92274	0.529941	1.03032	7.34481	0.102019	7.3	0.100001	-2.72622	-0.908734	1.80554
7.19984	-0.0857098	-2.89971	0.557822	1.00237	7.16771	0.0463372	7.15	0.0500011	-2.72623	-0.908734	0
7.08666	-0.174401	-2.8343	0.626821	1.0237	7.05721	-0.05037	7.05	-0.0499995	-1.81887	-1.81889	1.76365
6.96191	-0.239614	-2.81137	0.66395	1.00539	6.95035	-0.144849	6.95	-0.15	-1.81888	-1.81889	0
6.85761	-0.337343	-2.76844	0.729515	1.02178	6.87212	-0.243254	6.85	-0.25	-1.81792	-1.81792	0.839103
6.75022	-0.420161	-2.74382	0.773524	1.01046	6.76317	-0.34818	6.75	-0.35	-1.81792	-1.81792	0
6.64507	-0.512037	-2.73682	0.8159	0.994872	6.75759	-0.453523	6.65	-0.45	-1.81881	-1.8188	0.389412
6.54871	-0.608536	-2.71551	0.862923	0.987953	6.56412	-0.553924	6.55	-0.549999	-1.81879	-1.81878	0
6.46323	-0.730422	-2.71099	0.924712	0.996569	6.60439	-0.765755	6.45	-0.749999	-1.81971	-3.63941	0.272684
6.37419	-0.871208	-2.73834	0.988381	1.00445	6.36344	-0.942514	6.35	-0.949999	-1.81969	-3.63937	0
6.37139	-1.07826	-2.72059	1.16296	1.17418	6.35624	-1.10001	6.35	-1.1	0	-2.99522	19.6838
6.3274	-1.21355	-2.72731	1.22824	1.18008	6.36321	-1.25111	6.35	-1.25	0	-2.99519	0
6.30466	-1.39431	-2.76156	1.33988	1.24474	6.30992	-1.40686	6.35	-1.4	0	-2.72817	2.61803
6.28782	-1.54484	-2.7547	1.41496	1.25126	6.35537	-1.55723	6.35	-1.55	0	-2.72817	0
6.28857	-1.70846	-2.76881	1.50552	1.27989	6.50996	-1.74616	6.35	-1.7	0	-2.72628	1.00136
6.2959	-1.85532	-2.75334	1.58105	1.28558	6.35448	-1.83673	6.35	-1.85	0	-2.72628	0
6.29108	-1.98409	-2.70053	1.62701	1.24852	6.38849	-2.02257	6.35	-2	0	-2.73154	1.49527
6.31213	-2.13186	-2.69786	1.70002	1.25282	6.35078	-2.13767	6.35	-2.15	0	-2.73152	0
6.3122	-2.24313	-2.63256	1.73288	1.20852	6.28921	-2.27735	6.35	-2.3	0	-2.99503	2.19883
6.33535	-2.38366	-2.65209	1.79233	1.20598	6.33355	-2.43768	6.35	-2.45	0	-2.99503	0
6.3788	-2.54387	-2.71017	1.87093	1.22595	6.30986	-2.56694	6.4	-2.6	0.909996	-2.73	0.964508
6.43071	-2.69586	-2.72913	1.93926	1.22533	6.45623	-2.7536	6.45	-2.75	0.91	-2.73	0
6.48085	-2.83642	-2.7256	1.99944	1.21593	6.40481	-2.87127	6.5	-2.9	0.907593	-2.72277	0.177692
6.54591	-2.97954	-2.73972	2.06374	1.21226	6.54629	-3.01951	6.55	-3.05	0.907584	-2.72274	0
6.59398	-3.09406	-2.62285	2.10283	1.16799	6.70928	-3.32749	6.55	-3.25	0	-3.63617	5.83274
6.64068	-3.26473	-2.68802	2.13535	1.13274	6.54763	-3.45513	6.55	-3.45	0	-3.63613	0
6.69963	-3.39972	-2.67604	2.17646	1.10741	6.52015	-3.55608	6.6	-3.6	0.909673	-2.72901	1.4635
6.75276	-3.56553	-2.7286	2.20099	1.06877	6.64571	-3.73674	6.65	-3.75	0.909661	-2.72898	0
6.82177	-3.68978	-2.68955	2.24063	1.04467	6.71319	-3.83967	6.75	-3.85	1.81795	-1.81795	1.38756
6.89914	-3.83241	-2.71879	2.27651	1.02194	6.85201	-3.93663	6.85	-3.95	1.81793	-1.81793	0
7.00101	-3.97025	-2.76689	2.32359	1.01246	7.13409	-4.28567	6.9	-4.15	0.909979	-3.63994	1.72786
7.06773	-4.13695	-2.81198	2.3317	0.963702	6.9548	-4.32855	6.95	-4.35	0.909975	-3.6399	0
7.12772	-4.23187	-2.63434	2.35721	0.926029	7.00947	-4.44692	7	-4.45	0.907889	-1.81577	8.90639
7.18862	-4.38682	-2.6635	2.35923	0.876915	7.05586	-4.55105	7.05	-4.55	0.907881	-1.81576	0
7.27643	-4.50754	-2.65834	2.38768	0.856106	7.15974	-4.75194	7.1	-4.7	0.909789	-2.72935	1.29423
7.3257	-4.66556	-2.67365	2.37484	0.797247	7.13261	-4.82718	7.15	-4.85	0.909777	-2.72933	0
7.43982	-4.80649	-2.79746	2.40417	0.787088	7.2829	-5.01975	7.25	-5	1.81861	-2.72792	3.91785
7.50203	-4.97152	-2.81524	2.38859	0.729093	7.34301	-5.14642	7.35	-5.15	1.81859	-2.72789	0
7.57337	-5.07585	-2.75304	2.40226	0.704437	7.32687	-5.26205	7.4	-5.3	0.999994	-3	2.34504
7.62036	-5.24075	-2.77425	2.37241	0.64021	7.46174	-5.44979	7.45	-5.45	0.999999	-3	0
7.70306	-5.35167	-2.71834	2.38897	0.620076	7.47116	-5.48352	7.55	-5.55	1.81749	-1.81749	1.6813
7.77238	-5.50641	-2.73216	2.37522	0.572991	7.65989	-5.6552	7.65	-5.65	1.81747	-1.81747	0
7.85522	-5.61458	-2.65662	2.38898	0.552961	7.78563	-5.85993	7.7	-5.8	0.909598	-2.72881	2.42009
7.90752	-5.78078	-2.66862	2.35767	0.492658	7.75276	-5.95823	7.75	-5.95	0.909594	-2.72878	0
7.99238	-5.8906	-2.6375	2.37036	0.477798	7.79663	-6.00945	7.85	-6.05	1.81964	-1.81964	0.845203
8.05848	-6.03651	-2.64455	2.35403	0.43637	7.95034	-6.15505	7.95	-6.15	1.81962	-1.81962	0
8.1795	-6.16691	-2.82158	2.37325	0.438511	8.04642	-6.30578	8.05	-6.3	1.99731	-2.99599	7.46669
8.2449	-6.31299	-2.83299	2.35205	0.396467	8.14855	-6.44643	8.15	-6.45	1.99732	-2.99598	0
8.31221	-6.40863	-2.66118	2.3559	0.374381	8.26534	-6.60186	8.2	-6.55	0.909111	-1.81822	7.81299
8.37487	-6.55293	-2.66188	2.33494	0.334017	8.25279	-6.64996	8.25	-6.65	0.909111	-1.81822	0
8.45927	-6.66377	-2.64247	2.34128	0.322007	8.2109	-6.73286	8.3	-6.8	0.90845	-2.72534	0.767491
8.5077	-6.82158	-2.6446	2.30519	0.269972	8.35448	-6.94719	8.35	-6.95	0.908442	-2.72531	0
8.62687	-6.96063	-2.77202	2.31732	0.270547	8.61718	-7.22425	8.45	-7.1	1.81925	-2.72886	3.76551
8.68125	-7.12441	-2.77786	2.28114	0.2213	8.54666	-7.24803	8.55	-7.25	1.81924	-2.72886	0
8.7725	-7.24573	-2.76748	2.28528	0.213126	8.69659	-7.3744	8.65	-7.35	1.82079	-1.8208	0.246387
8.84097	-7.38529	-2.76476	2.26875	0.185934	8.74711	-7.43338	8.75	-7.45	1.8208	-1.8208	0
8.92682	-7.49941	-2.79792	2.27355	0.182858	8.68846	-7.50096	8.8	-7.6	0.997629	-2.99288	0.968726
8.97261	-7.65087	-2.80412	2.23828	0.140096	8.84984	-7.75349	8.85	-7.75	0.997629	-2.99288	0
9.03028	-7.7616	-2.6907	2.22725	0.118152	8.77486	-7.80083	8.9	-7.9	0.909127	-2.72742	3.43438
9.07015	-7.93477	-2.70637	2.18126	0.0677952	8.94604	-8.07116	8.95	-8.05	0.909127	-2.7274	0
9.11511	-8.04554	-2.57856	2.16301	0.0411447	8.92041	-8.11276	9	-8.15	0.909524	-1.81903	4.14172
9.15129	-8.19121	-2.57473	2.12986	0.00730431	9.01893	-8.23506	9.05	-8.25	0.909516	-1.81902	0
9.21698	-8.31485	-2.57141	2.12354	0.00081561	9.04724	-8.3711	9.1	-8.4	0.909922	-2.72975	0.276542
9.25647	-8.46567	-2.57962	2.09132	-0.0297666	9.1628	-8.53304	9.15	-8.55	0.909913	-2.72976	0
9.3464	-8.60518	-2.70039	2.10173	-0.0112115	9.09379	-8.55764	9.25	-8.7	1.8169	-2.72535	4.74603
9.39757	-8.76539	-2.72051	2.07416	-0.0366032	9.3508	-8.85468	9.35	-8.85	1.81688	-2.72532	0
9.46461	-8.89892	-2.71667	2.06793	-0.0409541	9.40597	-8.96981	9.4	-9	0.910219	-2.73069	0.0675771
9.50777	-9.06547	-2.74013	2.03557	-0.0693051	9.45338	-9.162	9.45	-9.15	0.910228	-2.73069	0
9.56927	-9.19769	-2.76103	2.02949	-0.0708425	9.51544	-9.36256	9.5	-9.3	0.997908	-2.99371	0.27658
9.60771	-9.35443	-2.78662	2.00031	-0.0949561	9.56994	-9.45148	9.55	-9.45	0.997908	-2.99372	0
9.63243	-9.47916	-2.65015	1.96635	-0.132662	9.62712	-9.59131	9.6	-9.55	0.909971	-1.81993	5.64232
9.67434	-9.6287	-2.66139	1.94559	-0.145319	9.64603	-9.66938	9.65	-9.65	0.909954	-1.81992	0
9.70311	-9.75565	-2.58518	1.91965	-0.168446	9.63311	-9.79216	9.65	-9.8	0	-2.73054	1.69113
9.72237	-9.91137	-2.59899	1.88574	-0.191538	9.64842	-9.95866	9.65	-9.95	0	-2.73053	0
9.77918	-10.0454	-2.68075	1.89236	-0.168236	9.61381	-9.98703	9.7	-10.1	0.998187	-2.99456	2.62903
9.80004	-10.1934	-2.69819	1.86459	-0.186261	9.7516	-10.2483	9.75	-10.25	0.998187	-2.99455	0
9.84716	-10.3405	-2.72769	1.85921	-0.178765	9.7698	-10.3568	9.8	-10.4	0.909806	-2.7294	0.320325
9.87917	-10.4974	-2.74142	1.83945	-0.187994	9.8633	-10.5382	9.85	-10.55	0.909797	-2.72938	0
9.89353	-10.6323	-2.66279	1.80752	-0.216507	9.8617	-10.6917	9.85	-10.7	0	-2.72718	2.05925
9.90224	-10.7972	-2.68468	1.77411	-0.236483	9.84674	-10.8547	9.85	-10.85	0	-2.72715	0
9.90693	-10.931	-2.62322	1.74162	-0.261292	9.75887	-10.887	9.85	-11	0	-2.72395	1.32467
9.90953	-11.0928	-2.64432	1.70934	-0.277806	9.86442	-11.1448	9.85	-11.15	0	-2.72395	0
9.92329	-11.238	-2.63872	1.68919	-0.283556	9.87245	-11.316	9.85	-11.3	0	-2.73074	0.0791118
9.91325	-11.4012	-2.66051	1.65296	-0.302537	9.85036	-11.4464	9.85	-11.45	0	-2.73075	0
9.92177	-11.5506	-2.65905	1.63281	-0.307017	9.93142	-11.6783	9.85	-11.6	0	-2.72396	0.177806
9.90307	-11.7106	-2.6756	1.59641	-0.324886	9.83174	-11.7336	9.85	-11.75	0	-2.72396	0
9.8885	-11.8381	-2.63933	1.56363	-0.346407	9.80843	-11.8702	9.8	-11.9	-1.0005	-3.00149	0.650958
9.84924	-11.9943	-2.67262	1.51871	-0.371546	9.75331	-12.0506	9.75	-12.05	-1.0005	-3.0015	0
9.74455	-12.0996	-2.45271	1.39418	-0.511892	9.64519	-12.1714	9.65	-12.15	-1.81799	-1.81797	25.9893
9.67926	-12.2419	-2.47001	1.33914	-0.536344	9.55524	-12.2329	9.55	-12.25	-1.81797	-1.81797	0
9.62957	-12.3709	-2.45415	1.29303	-0.557036	9.47014	-12.4324	9.45	-12.4	-1.82042	-2.73064	0.474102
9.52737	-12.5254	-2.50431	1.21979	-0.594986	9.34172	-12.5587	9.35	-12.55	-1.82041	-2.73063	0
9.41653	-12.6209	-2.42422	1.11142	-0.698789	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	9.27006
9.31392	-12.7428	-2.46208	1.0462	-0.725239	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0
9.20873	-12.8475	-2.43877	0.963449	-0.781421	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	2.35809
9.09083	-12.9615	-2.46846	0.896206	-0.802324	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0
8.90397	-13.0347	-2.44071	0.719834	-0.979106	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	22.1973
8.77034	-13.1129	-2.45412	0.645962	-0.996588	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0
8.6549	-13.1774	-2.45918	0.57905	-1.01736	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	0.52074
8.50488	-13.2493	-2.51157	0.50533	-1.03492	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0
8.29788	-13.2646	-2.58532	0.327237	-1.20298	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	19.5741
8.17592	-13.2768	-2.55428	0.257338	-1.21348	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0
8.05116	-13.3083	-2.52814	0.204717	-1.19294	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	0.629769
7.90417	-13.3204	-2.53054	0.12937	-1.20149	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0
7.71875	-13.3043	-2.61712	0.00607094	-1.27706	7.57824	-13.1345	7.65	-13.25	-3.62957	0	5.28223
7.55134	-13.2941	-2.64643	-0.0740525	-1.28361	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0
7.41913	-13.2861	-2.60954	-0.129025	-1.26082	7.33241	-13.2718	7.3	-13.25	-2.7301	0	0.684018
7.248	-13.2634	-2.65501	-0.202226	-1.26086	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0
7.11802	-13.2379	-2.607	-0.256041	-1.23644	6.97467	-13.1643	7	-13.25	-2.72703	0	1.21825
6.9508	-13.2102	-2.65699	-0.316102	-1.22562	6.84852	-13.2404	6.85	-13.25	-2.727	0	0
6.80951	-13.1631	-2.66709	-0.382208	-1.22487	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.116819
6.64693	-13.1196	-2.71191	-0.437048	-1.21051	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0
6.50771	-13.0463	-2.72233	-0.506797	-1.21272	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.464878
6.34657	-12.9906	-2.7683	-0.554111	-1.19228	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0
6.23386	-12.9301	-2.6831	-0.599811	-1.16279	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.22205
6.07146	-12.8743	-2.73486	-0.633236	-1.13215	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0
5.97352	-12.8207	-2.66031	-0.668728	-1.10473	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	2.30214
5.81722	-12.765	-2.71958	-0.689254	-1.06974	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	0
5.70509	-12.6808	-2.69546	-0.738297	-1.05828	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.472031
5.56055	-12.5947	-2.73423	-0.772991	-1.03487	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0
5.45345	-12.4889	-2.72289	-0.826755	-1.02973	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.310202
5.32525	-12.3949	-2.74513	-0.860838	-1.00799	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0
5.22089	-12.2798	-2.77351	-0.912332	-1.00641	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0.453178
5.0781	-12.1889	-2.80494	-0.927264	-0.967699	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	0
5.00449	-12.095	-2.67581	-0.968901	-0.949444	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	3.72812
4.89892	-11.9884	-2.68611	-1.00078	-0.93007	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0
4.79906	-11.8404	-2.82194	-1.052	-0.936145	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	4.32097
4.6996	-11.7187	-2.83068	-1.08331	-0.916856	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0
4.65003	-11.6036	-2.68787	-1.13423	-0.912858	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	5.37689
4.57355	-11.4845	-2.68459	-1.16836	-0.897855	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0
4.48329	-11.3107	-2.87654	-1.20815	-0.890183	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	7.47184
4.43779	-11.1595	-2.87467	-1.262	-0.894933	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0
4.43458	-11.0489	-2.68	-1.32875	-0.914403	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	7.70433
4.39087	-10.9157	-2.67401	-1.36845	-0.904469	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0
4.39214	-10.7866	-2.56434	-1.43752	-0.926647	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	3.19871
4.3892	-10.6464	-2.5601	-1.49641	-0.934452	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0
4.36463	-10.5063	-2.63656	-1.52711	-0.914367	4.45256	-10.5332	4.45	-10.5	0	3.00113	1.74637
4.38446	-10.3671	-2.64151	-1.58937	-0.930153	4.44692	-10.3512	4.45	-10.35	0	3.00113	0
4.39856	-10.2274	-2.63984	-1.64513	-0.940012	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0.688791
4.44892	-10.0817	-2.657	-1.71981	-0.966111	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0
4.47195	-9.94329	-2.67889	-1.76628	-0.961891	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0.295995
4.54092	-9.79635	-2.70588	-1.8431	-0.988517	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0
